ID,orig,dest,duration,distance
335,50,69,1180,4574
336,50,62,1010,4503
337,50,63,877,2803
338,50,60,597,2364
339,50,61,331,1270
340,50,66,1509,7033
341,50,67,920,3765
342,50,64,625,2223
343,50,65,1045,4006
344,107,108,691,2872
345,100,145,2290,9475
346,100,144,2533,10729
347,100,143,2435,9057
348,100,142,2673,11217
349,100,141,2557,10557
350,107,109,796,3352
351,68,129,382,1642
352,104,106,388,1637
353,51,141,2337,9506
354,51,140,2301,9159
355,51,143,2215,8006
356,51,142,2453,10166
357,51,145,2070,8424
358,51,144,2313,9678
359,48,77,1468,6241
360,70,85,2607,11532
361,104,105,657,2602
362,18,29,114,447
363,86,118,2126,9723
364,86,119,975,4698
365,18,22,1903,8259
366,18,23,1762,8026
367,18,20,2074,9060
368,18,21,1527,6476
369,18,26,1763,7453
370,18,27,1593,7302
371,18,24,2086,9074
372,18,25,1742,7511
373,82,109,1526,6525
374,82,108,1459,6110
375,82,101,728,3229
376,39,108,651,2733
377,82,100,1058,4354
378,82,103,902,4442
379,80,89,814,3430
380,80,88,469,1748
381,82,102,1146,4794
382,80,81,1118,4506
383,82,105,1286,5023
384,80,83,1416,5030
385,80,82,1450,5938
386,80,85,2226,8536
387,80,84,398,1725
388,80,87,577,2711
389,82,104,1584,6306
390,82,107,1964,8251
391,48,109,1514,6009
392,48,108,1408,5529
393,48,107,1134,4289
394,48,106,1005,3710
395,48,105,1249,4880
396,82,106,1840,7653
397,48,103,996,4153
398,48,102,837,3324
399,48,101,1404,6166
400,48,100,1193,4769
401,50,104,1212,4803
402,50,105,1211,3932
403,50,106,1112,3801
404,50,107,1237,4400
405,50,100,1013,3357
406,50,101,765,2947
407,50,102,724,2158
408,50,103,336,1305
409,78,95,215,847
410,78,94,755,3228
411,78,97,747,2998
412,78,96,555,2339
413,50,108,1258,4547
414,50,109,1321,4867
415,78,93,2642,10333
416,78,92,3061,12636
417,71,72,823,3375
418,71,73,551,1989
419,34,37,1216,5120
420,34,36,561,2092
421,34,35,990,3728
422,32,145,1949,8072
423,34,39,828,3032
425,71,78,242,1121
426,71,79,162,763
427,7,132,1947,8874
428,7,133,2150,9677
429,7,130,1827,8517
430,7,131,1886,7882
431,7,136,1393,6031
432,7,137,2042,9433
433,7,134,2308,10837
434,7,135,1705,7893
435,7,138,1953,9166
436,7,139,2431,11396
437,36,84,1084,4841
438,36,85,1309,5155
439,36,86,967,4722
440,36,87,1385,6444
441,36,80,798,2978
442,36,81,377,1295
443,36,82,1109,5068
444,36,83,960,3735
445,77,145,502,2713
446,77,144,634,3206
447,36,88,1436,6476
448,36,89,1328,5662
449,77,143,272,1180
450,77,142,740,3861
451,55,118,1380,6031
452,55,119,230,1005
453,55,112,712,2737
454,55,113,806,3027
455,55,110,1419,6232
456,55,111,1188,4429
457,55,116,558,2238
458,55,117,862,3352
459,55,114,1153,4420
460,55,115,1443,6492
461,74,144,786,3822
462,74,145,543,2568
463,74,142,926,4310
464,74,143,771,3248
465,74,140,775,3303
466,74,141,810,3650
475,79,143,558,1955
476,79,142,938,4252
479,79,145,537,2492
480,79,144,785,3626
481,70,142,1051,4677
482,70,143,896,3615
483,70,140,899,3670
484,70,141,935,4017
485,70,144,911,4189
486,70,145,668,2935
487,21,39,393,1328
489,21,35,709,2786
490,21,34,447,1852
491,21,37,1450,6300
492,21,36,280,1150
493,21,31,1188,4633
494,21,30,496,2405
495,21,33,551,1698
496,21,32,493,2117
497,88,118,1097,4991
498,88,119,1360,4903
499,88,114,1143,4435
500,88,115,1160,5452
501,88,116,1222,5218
502,88,117,1412,5520
503,88,110,1234,5521
504,88,111,1178,4445
505,88,112,1394,5515
506,88,113,1098,4658
507,11,112,1278,5378
508,23,95,885,4225
509,23,94,846,3782
510,56,71,2180,8050
511,23,96,1293,6110
512,56,77,2547,10022
513,23,90,595,2768
514,23,93,1285,5539
515,23,92,1704,7842
516,56,79,2014,7287
517,56,78,2213,8966
518,23,99,178,237
519,23,98,695,3221
520,82,85,1586,6318
521,82,84,1679,7403
522,90,116,704,2765
523,64,105,1073,4625
524,64,104,628,2855
525,64,107,656,2886
526,64,106,525,2308
527,94,117,738,2863
528,94,116,809,3231
529,27,99,1301,4938
530,27,98,1667,7601
531,33,121,1344,5342
532,33,120,1448,5783
533,18,122,1473,6161
534,18,123,1799,7807
535,18,120,1659,7285
536,18,121,1555,6845
537,27,91,1309,5012
538,27,90,1461,6318
539,27,93,1348,4903
540,33,128,986,5150
541,27,95,1467,5728
542,27,94,1818,8162
543,27,97,1695,7207
544,27,96,1535,6265
545,25,108,776,3199
546,25,109,839,3519
547,25,100,494,1960
548,25,101,708,2803
549,25,102,205,761
550,25,103,373,1407
551,25,104,900,3366
552,25,105,691,2535
553,25,106,884,3263
554,25,107,1008,3861
555,40,48,307,1257
556,9,129,963,4186
557,9,128,1188,3339
558,9,127,429,2114
559,9,126,845,2967
560,9,125,1400,5284
561,9,124,1651,6867
562,9,123,1599,6286
563,9,122,1273,4640
564,9,121,1356,5324
565,9,120,1459,5764
566,55,65,1340,5267
567,55,64,920,3484
568,55,67,662,1435
569,55,66,1144,4872
570,55,61,119,471
571,55,60,783,3045
572,55,63,1037,3559
573,55,62,577,2993
574,55,69,839,3311
575,55,68,828,2492
576,17,49,1576,7042
577,17,48,1940,8228
578,74,99,1704,6882
579,63,102,548,2159
582,63,103,957,3760
591,26,56,512,2121
592,26,57,347,1426
593,26,54,514,1776
594,26,55,682,2385
595,26,52,519,2044
596,26,53,847,2813
597,26,50,497,1696
598,26,51,278,1114
599,63,106,383,1571
600,74,98,1262,6002
601,19,121,1097,4605
602,26,58,640,2238
603,26,59,515,1556
604,11,119,796,3646
605,19,120,1201,5045
606,63,104,405,1567
607,19,127,535,2253
608,63,105,876,3516
609,19,126,915,3339
610,32,66,949,3798
611,32,67,803,2535
612,10,85,1985,8723
613,32,65,1657,6673
614,32,62,331,966
615,13,50,809,2983
616,32,60,1096,4562
617,32,61,436,1877
618,19,124,1280,5185
619,32,68,1002,3263
620,32,69,643,2237
621,46,58,632,2767
622,46,59,761,3143
623,46,54,741,2994
624,46,55,167,432
625,46,56,763,2547
626,46,57,249,625
627,46,50,329,1637
628,46,51,613,2115
629,46,52,139,746
630,46,53,332,860
631,116,120,1849,7965
632,116,121,1643,6911
633,116,122,1500,5989
634,116,123,1424,5806
635,116,124,1554,6558
636,116,125,1224,4921
637,116,126,1766,7176
638,104,139,3149,14408
639,116,128,1047,5552
640,104,137,2760,12446
641,104,134,3026,13850
642,104,135,1883,6862
643,104,132,2666,11887
644,104,133,2581,10327
645,104,130,2545,11530
646,104,131,1931,7008
647,5,43,1167,4166
648,5,42,570,2232
649,5,41,1142,4486
650,5,40,1314,5059
651,5,47,1382,5015
652,5,46,177,750
653,5,45,280,1004
654,5,44,1168,4296
655,5,49,775,2963
656,5,48,1138,4149
657,6,142,1992,9268
658,36,37,1865,8792
659,60,90,562,2357
660,60,91,904,3845
661,60,92,2194,9264
662,60,93,1775,6961
663,60,94,812,3371
664,60,95,852,3814
665,60,96,1259,5699
666,60,97,1321,6474
667,60,98,662,2811
668,60,99,511,1654
669,6,140,1815,8229
670,36,39,582,1983
672,81,145,1901,8857
673,81,142,2302,10617
674,86,138,2204,9235
675,86,139,2678,11527
676,86,130,2068,8323
677,86,131,1261,3837
678,86,132,2189,8571
679,86,133,2138,8910
680,86,134,2555,10968
681,86,135,1727,7063
682,86,136,1593,6378
683,86,137,2271,9491
684,17,45,1327,4960
685,49,103,478,1973
686,85,115,1739,7721
687,85,114,1413,6034
688,85,117,1086,4334
689,85,116,986,3573
690,85,111,1401,5976
691,85,110,2666,12221
692,85,113,1376,5500
693,85,112,882,3793
694,85,119,977,3679
695,85,118,1677,7260
696,43,99,358,906
697,43,98,639,2629
698,43,93,1474,5110
699,43,92,1893,7413
700,43,91,1289,5766
701,43,90,947,4278
702,43,97,1913,8666
703,43,96,1644,7620
704,43,95,1237,5735
705,43,94,785,3224
706,27,64,1388,5350
707,27,65,1808,7133
708,5,109,1275,4335
709,5,108,1154,4149
710,34,59,1024,3872
711,34,58,923,3871
712,34,51,996,3653
713,34,50,592,2367
714,34,53,525,1573
715,34,52,402,1476
716,34,55,296,1106
717,34,54,1004,3724
718,34,57,632,2163
719,34,56,1138,3733
720,5,105,981,3062
721,5,104,1279,4345
722,5,107,1509,5575
723,5,106,1385,4976
724,27,68,1257,4909
725,27,69,1090,3915
726,7,118,961,4259
727,7,119,991,3746
728,5,103,306,1179
729,7,110,2499,11673
730,7,111,685,2975
731,7,112,460,1396
732,7,113,863,2741
733,7,114,697,3033
734,7,115,1023,4720
735,81,140,2125,9578
736,81,141,2161,9925
737,13,132,1909,6967
738,13,133,2262,9032
739,13,130,1742,6553
740,13,131,1612,5714
741,13,136,1429,4883
742,13,137,1982,7936
743,13,134,2265,9414
744,13,135,1563,5568
745,13,138,2040,7740
746,13,139,2388,9972
747,49,117,467,1781
748,49,116,186,687
749,49,111,726,2760
750,49,110,1866,9336
751,49,113,543,2057
752,16,70,1675,7175
753,49,112,316,1166
754,55,134,1736,7204
755,55,135,1034,3359
756,55,136,899,2674
757,55,137,1452,5727
758,55,130,1213,4344
759,55,131,1082,3504
760,55,132,1380,4758
761,55,133,1494,6838
762,55,138,1511,5531
763,55,139,1859,7763
764,128,134,1272,5724
765,128,135,498,2045
766,128,136,224,993
767,128,137,1007,4321
768,128,130,719,3160
769,128,131,684,2947
770,128,132,886,3574
771,128,133,1060,4221
772,128,138,918,4054
773,128,139,1395,6283
774,92,145,3647,16839
775,64,98,767,3457
776,64,99,417,1347
777,64,94,914,4052
778,64,95,1219,5510
779,64,96,1627,7394
780,64,97,1875,8803
781,64,90,929,4053
782,64,91,1271,5540
783,64,92,1346,6315
784,64,93,926,4012
785,92,140,3871,17560
786,8,23,1927,8536
787,92,141,3907,17907
788,62,67,1131,3537
789,62,66,790,3007
790,10,78,1539,7032
791,62,65,1978,8241
792,132,139,776,3345
793,132,138,386,1446
794,132,135,366,1481
795,132,134,653,2786
796,132,137,395,1428
797,132,136,810,3261
798,132,133,403,1230
799,10,76,673,2569
800,62,64,1557,6458
801,10,71,1316,5302
802,31,98,891,3947
803,31,99,605,1925
804,31,92,1487,6040
805,31,93,1067,3737
806,31,90,1199,5597
807,31,91,1541,7084
808,31,96,1896,8939
809,31,97,2096,9547
810,31,94,1037,4542
811,31,95,1488,7054
812,14,62,174,670
813,14,63,1375,5065
814,14,60,1332,5392
815,14,61,668,2818
816,14,66,963,3677
817,14,67,1159,3795
818,14,64,1469,5831
819,14,65,1889,7614
820,14,68,1325,4852
821,14,69,658,2116
822,18,100,2252,9464
823,18,101,1140,4670
824,18,102,1963,8264
825,18,103,1437,6325
826,18,104,2573,11263
827,18,105,2449,10039
828,18,106,2473,10261
829,18,107,2597,10859
830,18,108,2497,10654
831,18,109,2396,10377
832,7,92,1547,6684
833,7,93,1127,4381
834,7,90,1121,5169
835,7,91,1463,6657
836,7,96,1819,8511
837,7,97,2019,9120
838,7,94,960,4115
839,7,95,1411,6626
840,7,98,813,3520
841,7,99,527,1498
842,42,70,1553,7530
843,5,87,1184,5552
844,42,71,1540,7216
845,5,86,498,2656
846,8,68,867,3131
847,26,131,1578,5847
848,5,83,1045,3600
849,5,82,640,3002
850,39,45,774,2946
851,39,44,908,3329
852,39,47,1000,3634
853,39,46,417,1453
854,40,129,1905,9185
855,40,128,993,4313
856,39,43,915,3185
857,39,42,683,2390
858,40,125,1686,6993
859,40,124,2016,8630
860,40,127,2062,9103
861,40,126,2442,10189
862,40,121,2105,8983
863,40,120,2311,10037
864,40,123,1886,7878
865,40,122,1962,8061
866,4,17,1555,7106
867,4,16,229,1021
868,4,15,1882,8583
869,4,14,841,4040
870,4,13,444,1857
871,4,12,504,2374
872,4,11,841,4099
873,4,10,1086,4882
874,15,89,795,2941
875,15,88,1231,4670
876,26,138,2060,9045
877,4,19,1113,4429
878,4,18,1772,8344
879,47,75,1200,5312
880,47,74,1478,6775
881,47,77,1388,5814
882,26,139,2355,10105
883,47,71,1374,6207
884,47,70,2010,9293
885,47,73,1621,6886
886,47,72,807,3538
887,47,79,1209,5445
888,47,78,1053,4758
889,5,89,1390,5409
890,8,65,2570,10975
891,91,118,981,4147
892,91,119,1055,3709
893,9,73,1018,4233
894,91,112,1163,4414
895,91,113,781,1977
896,91,110,1293,5750
897,91,111,947,3344
898,91,116,905,2537
899,91,117,1181,4419
900,91,114,912,3334
901,91,115,1044,4609
903,26,78,1640,7051
904,26,79,1796,7738
905,26,74,1613,6372
906,26,75,1263,4512
907,26,76,1372,5036
908,26,77,1975,8107
909,26,70,1974,8814
910,26,71,1961,8501
911,26,72,1457,6130
912,26,73,2106,9112
913,77,87,1079,4569
914,77,86,2370,10863
915,77,85,2672,10588
916,77,84,879,3989
917,77,83,2478,10302
918,77,82,2241,9528
919,77,81,1704,7316
920,77,80,888,4070
921,77,89,702,2973
922,77,88,498,2153
923,17,23,1680,7579
924,17,22,1820,7812
925,17,21,1445,6029
926,17,20,1992,8613
927,17,27,2018,8703
928,17,26,1680,7006
929,17,25,1660,7064
930,17,24,2003,8627
931,32,44,1304,5030
932,32,45,148,546
933,17,29,112,489
934,32,47,1517,5749
935,32,40,1449,5793
936,32,41,816,2956
937,32,42,705,2965
938,32,43,1303,4899
939,6,39,1128,3866
941,6,37,1864,9645
942,6,36,771,2346
943,6,35,373,1360
944,6,34,1001,4372
945,6,33,754,3700
946,6,32,906,4567
947,6,31,970,3426
948,6,30,1239,5893
950,6,48,601,1936
951,6,49,449,1750
952,111,130,1141,5542
953,111,131,1390,6095
954,111,132,1262,5899
955,111,133,1464,6702
956,111,134,1622,7862
957,111,135,1019,4918
958,111,136,707,3056
959,111,137,1357,6458
960,111,138,1268,6191
961,111,139,1745,8420
962,5,63,1150,3978
963,5,62,419,2054
964,5,65,1521,5940
965,5,64,1101,4157
966,5,67,791,2121
967,5,66,1275,5328
968,6,45,824,4153
969,12,33,814,2761
970,6,43,720,2098
971,6,40,535,1940
972,60,78,975,4361
973,60,79,1130,5047
974,60,76,992,4425
975,60,77,1309,5417
976,60,74,1601,7560
977,60,75,883,3901
978,60,72,674,1179
979,60,73,1637,7527
980,60,70,1505,7230
981,60,71,1295,5810
982,15,116,1584,7593
983,15,117,2104,9359
984,15,114,1978,9005
985,15,115,2268,11077
986,15,112,1954,8744
987,15,113,1631,7612
988,15,110,326,1520
989,15,111,2013,9014
990,15,118,2205,10616
991,15,119,1593,6889
992,100,103,806,3370
993,100,102,312,1323
994,100,101,936,3414
995,100,107,1274,5042
996,100,106,1150,4443
997,100,105,237,916
998,100,104,720,2863
999,100,109,532,2189
1000,100,108,527,2502
1001,112,137,1640,7573
1002,112,136,991,4171
1003,112,135,1302,6033
1004,112,134,1905,8977
1005,112,133,2046,9766
1006,112,132,1545,7014
1007,112,131,1447,6495
1008,112,130,1424,6657
1009,112,139,2028,9535
1010,112,138,1551,7306
1011,13,27,600,2336
1012,13,26,372,1605
1013,13,25,411,1457
1014,13,24,1037,4190
1015,13,23,1001,3966
1016,13,22,1008,3823
1017,13,21,603,2144
1018,13,20,1126,4376
1019,13,29,1774,6901
1020,35,99,202,628
1021,93,98,1862,7774
1022,93,99,1576,5752
1023,93,96,2345,8902
1024,93,97,2505,9845
1025,93,94,2008,8369
1026,93,95,2459,10881
1027,39,145,2059,8440
1028,39,144,2302,9694
1029,39,143,2203,8021
1030,39,142,2442,10182
1031,39,141,2326,9522
1032,39,140,2290,9175
1033,85,88,2275,10221
1034,85,89,2112,8239
1035,85,86,1386,6030
1036,85,87,2205,9960
1037,35,90,737,3424
1038,73,140,936,3766
1039,73,143,933,3711
1040,35,91,1079,4912
1041,61,80,712,2623
1042,61,81,455,1722
1043,61,82,1023,4712
1044,61,83,882,3591
1045,61,84,953,4054
1046,61,85,1387,5581
1047,61,86,881,4366
1048,61,87,1254,5657
1049,61,88,1099,4168
1050,61,89,1242,5307
1051,73,144,948,4285
1052,61,128,872,3179
1053,61,129,1264,5442
1054,61,126,1358,6179
1055,61,127,1243,4573
1056,61,124,1249,5613
1057,61,125,919,3975
1058,61,122,1194,5043
1059,61,123,1118,4860
1060,61,120,1544,7019
1061,61,121,1337,5966
1062,48,143,1647,7142
1063,48,142,2227,10124
1064,48,141,2086,9432
1065,48,140,2051,9085
1066,48,145,1826,8364
1067,48,144,2074,9498
1068,71,102,2128,8980
1069,19,89,1453,4762
1070,19,88,1302,4334
1071,19,87,940,2801
1072,19,86,532,2292
1073,19,85,1584,5436
1074,19,84,1328,5017
1075,19,83,1348,4679
1076,19,82,794,2850
1077,19,81,1035,3819
1078,19,80,971,3201
1079,58,88,1026,4860
1080,58,89,1557,7432
1081,85,139,3147,14396
1082,85,138,2670,12167
1083,85,137,2758,12434
1084,85,136,2109,9032
1085,85,135,1885,6874
1086,58,87,1168,6112
1087,85,133,2652,11702
1088,58,81,402,1274
1089,58,82,1394,5829
1090,58,83,1213,4320
1091,34,77,2032,8615
1092,34,76,1421,5818
1093,34,75,1049,3692
1094,34,74,1434,5635
1095,34,73,1470,5603
1096,34,72,1213,5444
1097,34,71,1833,7202
1098,34,70,1338,5306
1099,34,79,1704,6715
1100,34,78,1698,7560
1101,79,141,797,3559
1102,33,108,1472,5525
1103,79,140,762,3212
1104,77,101,1911,8740
1105,77,100,2548,10176
1106,77,103,1786,7772
1107,77,102,2217,9282
1108,77,105,2724,10751
1109,77,104,2674,10600
1110,77,107,2455,9980
1111,77,106,2573,10053
1112,77,109,2744,11529
1113,77,108,2897,11838
1114,73,83,1892,7209
1115,73,82,1395,5857
1116,73,81,1815,8275
1117,73,80,695,3107
1118,73,87,410,1281
1119,73,86,1643,6240
1120,73,85,2746,12134
1121,73,84,1161,4961
1122,73,89,305,1157
1123,73,88,605,2643
1124,33,104,1900,8239
1125,35,98,837,3878
1126,16,85,981,3617
1127,13,118,1961,8228
1128,13,119,743,2728
1129,13,114,1266,5085
1130,13,115,2024,8689
1131,13,116,962,3568
1132,13,117,1024,4128
1133,13,110,1946,7813
1134,13,111,1300,5094
1135,13,112,882,3500
1136,13,113,1387,5224
1137,16,80,932,3420
1138,16,81,502,1563
1139,45,64,1175,4532
1140,45,65,1595,6315
1141,45,66,982,3977
1142,32,135,1508,6055
1143,32,134,2024,8678
1144,32,137,1741,7200
1145,32,136,1040,3774
1146,32,131,816,2414
1147,32,130,1537,6033
1148,32,133,1608,6620
1149,32,132,1658,6281
1150,45,60,1038,4093
1151,32,139,2148,9236
1152,32,138,1860,7620
1153,45,61,374,1519
1154,16,88,1319,4965
1155,16,89,1463,6104
1156,74,108,2221,8685
1157,74,109,2068,8376
1158,74,102,2030,8561
1159,74,103,1504,6622
1160,74,100,1872,7022
1161,74,101,1207,4966
1162,74,106,2540,10557
1163,74,107,2664,11155
1164,74,104,2640,11559
1165,74,105,2048,7597
1166,37,69,726,3260
1167,37,68,1222,5212
1168,37,61,1178,5782
1169,37,60,1748,8140
1170,37,63,2554,10581
1171,37,62,1074,4654
1172,37,65,2722,11784
1173,37,64,2301,10001
1174,37,67,1465,6491
1175,37,66,511,2285
1176,118,126,2485,10540
1177,118,127,2105,9454
1178,118,124,2471,10789
1179,118,125,2141,9151
1180,118,122,2416,10219
1181,118,123,2341,10036
1182,118,120,2670,11549
1183,118,121,2567,11109
1184,118,128,858,3941
1185,118,129,1505,7102
1186,44,89,1487,6744
1187,44,88,1043,4707
1188,78,143,513,1957
1189,44,81,433,1488
1190,44,80,952,4156
1191,44,83,1186,4703
1192,44,82,1734,7185
1193,44,85,1307,4897
1194,44,84,672,2767
1195,44,87,1809,8730
1196,44,86,1592,6839
1197,21,71,1427,5596
1198,21,70,1466,6154
1199,21,73,1598,6451
1200,21,72,976,4396
1201,21,75,782,2778
1202,21,74,1132,4639
1203,21,77,1795,7568
1204,21,76,891,3302
1205,124,141,2909,12714
1206,21,78,1460,6512
1207,124,143,2786,11214
1208,124,142,3024,13374
1209,124,145,2642,11633
1210,124,144,2885,12887
1211,78,145,634,2901
1212,23,108,1342,5858
1213,23,109,1394,6134
1214,23,106,883,3835
1215,23,107,1015,4413
1216,23,104,986,4383
1217,23,105,1321,5357
1218,23,102,890,3481
1219,23,103,866,3698
1220,23,100,1246,4925
1221,23,101,1093,4884
1232,123,133,2631,11325
1233,123,132,2278,9259
1234,123,131,1981,8006
1235,123,130,2111,8845
1236,123,137,2351,10228
1237,123,136,1798,7176
1238,123,135,1932,7860
1239,123,134,2634,11706
1240,123,139,2757,12265
