ID,orig,dest,polyline
1827,16,89,s~maGb`ypL\KnArCl@d@Rf@Td@LTVb@tA|AiAnBg@z@@He@dAALDHpHpJgAhBs@lASp@[nEe@tFyInDMMIo@_DhAeE~AyBx@fCpNmAf@{ChAgBr@w@Z}Af@mLnEgQfHeGbCeAh@g@V_At@w@z@qApBkA~BoAdCiBvD}ArC_FvJ{BtEmHvNmClF{BpEgE~HuAfCw@lByA|Dq@tBuC~Ks@nCIFk@|@q@~@AJ{ApBgAvAmCnDeCfDM`@aBpI_@pBKPa@`@UL]HUDMH_AU]OsAUaAMcAOSBa@BUFQL[b@{@rBSZSPUNcBh@aB`@Q?c@@cEUG?
1828,16,90,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBWQ{@qH}@{GKSMEYEw@Xa@R{HlDkDzAEPWJ]RGR@n@?PNbAn@~Ed@rCJ|@VfA@BuAb@SR?DBB\UAG_@X]h@Mb@E`@C^?FDh@BACo@E@@v@QMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@Rq@Za@Vc@B{@Gi@Ck@Sc@Um@e@y@o@i@k@wCmFWe@YW}@a@qBq@s@[iDuAY[_BsB{@aAQOKOCBk@pAcAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@N
1829,16,91,s~maGb`ypL\KnArCl@d@Rf@Td@LTVb@tA|AiAnBg@z@@He@dAALDHpHpJgAhBs@lASp@[nEe@tFyInDMMIo@_DhAeE~AyBx@fCpNmAf@{ChAgBr@w@Z}Af@mLnEgQfHeGbCeAh@g@V_At@w@z@qApBQ\aAeCoCeHwBuFkAuCgAeC_@i@qF{@eB]}@QUAIXAd@Ux@Uz@_ApDWQCAIAI@qBfC
1830,16,92,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bv@fAz@qAlCkCfAcAZ]zFqHbQaUdDeEjDoEt@eAp@iAp@iAfByCJSd@c@jFeEh@a@FU?WA[c@_AOa@F[N{@?EAKRyAxA_MFg@sBiA}BkAHw@r@iGv@}GNiARaBn@cFfAsJBUHUZ}BPqCDYEUJgApCANE^w@|@sBb@}@zA{D~@cCBFD?HIJATDXw@d@Ap@?[AAgAC[a@@?BB@j@Ar@{@hACf@AP?\i@v@g@XSPe@Ny@DiACe@]eBO[Yi@W[s@g@EIAu@tADl@AjAAt@i@~BoBd@m@\_AHw@Aq@My@B[Vo@FWEw@A{@Dc@ViBn@yBTe@V[FGAUFEXQRCZBPALIPGLQ`@kAjG_TXOh@Q@ArDqLRXFT@J`@Qd@QJAHDb@h@L`@ZrAh@m@X_@La@Jc@^mATs@H[AKU{@@WXcB?W@Ml@gBFW?EEKEKVsAdAqFBG|CIxDGzBKj@IBLNf@L\APKZbDbEV\zCpDr@z@
1831,16,93,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bv@fAz@qAlCkCfAcAZ]zFqHbQaUdDeEjDoEt@eAp@iAp@iAfByCJSd@c@jFeE|K{I|GqFbEcDlFgEl@[|AqA|BsBOa@GIH_@ZaC|BoFfAiCB_@aAYo@g@bCaK`B{G\oAHYBg@@wCjA@\?Om@O}@MeAGiACsDE{HAa@CyA@EBM@Eb@c@x@a@VMl@W
1832,16,94,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBWQ{@qH}@{GKSMEYEw@Xa@R{HlDkDzAEPWJ]RGR@n@?PNbAn@~Ed@rCJ|@VfA@BuAb@SR?DBB\UAG_@X]h@Mb@E`@C^?FDh@BACo@E@@v@QMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@Rq@Za@Vc@B{@Gi@Ck@Sc@Um@e@y@o@i@k@wCmFWe@YW}@a@qBq@s@[iDuAY[_BsB{@aAQOKOCBk@pAcAfCqB|EaC|Fs@bBeB}Ao@m@Ea@AOBSn@{A@M@KEYk@qB?[J]Ta@TKTGJOBK@]Oa@W]?GOSU{@O_AE]@c@FsBKsEGsCA]ByA@w@G_@Ek@@y@@a@Jk@R}@Ci@Mi@c@e@y@M]KQQOSOg@WeAYy@kAeDIQMGK@WNI@KEIKQg@w@f@s@\[PUN{BjAUN}@hAaE`G{BzDs@tACVm@`A
1833,16,95,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBWQ{@qH}@{GKSMEYEw@Xa@R{HlDkDzAEPWJ]RGR@n@?PNbAn@~Ed@rCJ|@VfA@BuAb@SR?DBB\UAG_@X]h@Mb@E`@C^?FDh@BACo@E@@v@QMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@Rq@Za@Vc@B{@Gi@Ck@Sc@Um@e@y@o@i@k@wCmFWe@YW}@a@qBq@s@[iDuAY[_BsB{@aAQOKOCBk@pAcAfCqB|EaC|Fs@bBeB}AuDkDYW]t@Uj@Sp@CPIv@cBtM]fCKd@CN@FxApA^ZL\PVL?LHH\QtC@Je@jHkA`QwB~[{AvUgAbPk@rIGz@KE
1834,16,96,s~maGb`ypL\KnArCl@d@Rf@Td@LTVb@tA|AiAnBg@z@@He@dAALDHpHpJgAhBs@lASp@[nEe@tFyInDMMIo@_DhAeE~AyBx@fCpNmAf@{ChAgBr@w@Z}Af@mLnEgQfHeGbCeAh@g@V_At@w@z@qApBkA~BoAdCiBvD}ArC_FvJ{BtEmHvNmClF{BpEgE~HuAfCw@lByA|Dq@tBuC~Ks@nCIFk@|@qMwHyCkBUx@
1835,16,97,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@mDvA}ClAuBz@eE|A{ChAvBxLiBr@g@_DmA{GCMI@WsACGE?A?QHWJEB@Ht@fEH?f@jC@^GXTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzALrAf@lIVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKs@~Tw@`XAr@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@oACgH?aABu@Fg@JcAd@y@l@m@l@SXMVEJu@w@cDmDk@q@MISe@TJ
1836,16,98,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBWQ{@qH}@{GKSMEYEw@Xa@R{HlDkDzAEPWJ]RGR@n@?PNbAn@~Ed@rCJ|@VfA@BuAb@SR?DBB\UAG_@X]h@Mb@E`@C^?FDh@BACo@E@@v@QMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@Rq@Za@Vc@B{@Gi@Ck@Sc@Um@e@y@o@i@k@wCmFWe@YW}@a@qBq@s@[iDuAY[_BsB{@aAQOKOCBk@pAcAfCqB|EaC|Fs@bBeB}Ao@m@Ea@AOBSn@{A@M@KEYk@qB?[J]Ta@TKTGJOBK@]Oa@W]?GOSU{@O_AE]@c@FsBKsEGsCA]ByA@w@G_@Ek@@y@@a@Jk@R}@Ci@Mi@c@e@y@M]KQQOSOg@WeAYy@kAeDIQMGK@WNI@KEIKQg@_@V
1837,16,99,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAIaBiACaAAq@Im@W{@m@_B}AuAaBiCiCqCiDa@i@kCaDcAgAq@g@_Ai@a@Gu@CqA?A[[@
1838,16,100,s~maGb`ypLtCgA`DmApEzFnLrON[b@m@TGhAgAjCmCJW`AeAxEoGfBuBHKl@fA|AjCjFdJ|ClFvFtIhA~AbB~AfAbArAlAjC|BtDnCtEtDxC|BfBjAVJT?^?t@JNcCTmAZcD
1839,16,101,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bj@x@cA~AgCfEy@rAs@lAI^uA~B{A|Ba@v@SLg@VyJxD_E|A_@P\dBb@~BLl@Ct@Gf@wAUG?SNwAj@UNGLE^AvJ@jB?x@@xGH\JNj@r@ChB@vSEb@IHvA|AvB`ClBtB`@`@i@hA?@
1840,16,102,s~maGb`ypLtCgA`DmApEzFnLrON[b@m@TGhAgAjCmCJW`AeAxEoGfBuBHKl@fAl@bA|@iAbBuBzC}DlAwAfAwA
1841,16,103,s~maGb`ypL\KnArCl@d@Rf@Td@LTVb@tA|AiAnBg@z@@He@dAALDHpHpJgAhBs@lASp@[nEe@tFyInDMMIo@qAqHoA}G
1842,16,104,s~maGb`ypLtCgA`DmA|CoAtHwCrCeADJz@cAvCuDhB}BRUTy@Ho@HSRo@Ja@KUq@oAUe@c@wAaAmDe@yA_@o@s@eAwAkBW]d@q@HSt@kDm@{@g@o@gA_Bu@cAQa@QQIGeD_AlAgJt@oFHi@t@iMHSBYD[Pe@FIhAy@p@o@\?jDGfE@tHCb@AN?lDCtB?FC@CvLI~LGpIEtAC
1843,16,105,s~maGb`ypLtCgA`DmApEzFnLrON[b@m@TGhAgAjCmCJW`AeAxEoGfBuBHKl@fA|AjCjFdJ|ClFvFtIhA~AbB~AfAbAf@b@HUFYH[Zk@\u@Ti@`@c@\{@Ti@F]Ne@HO^m@V{@Re@Vc@L[JPZj@tDnGxDeEzCcDRc@t@_C|AcFd@{@X]dA{AzB}C`@i@dBJT@|@Jx@_@p@U^I
1844,16,106,s~maGb`ypLtCgA`DmA|CoAtHwCrCeADJz@cAvCuDhB}BRUTy@Ho@HSRo@Ja@KUq@oAUe@c@wAaAmDe@yA_@o@s@eAwAkBW]d@q@HSt@kDm@{@g@o@gA_Bu@cAQa@QQIGeD_AlAgJt@oFHi@t@iMHSBYD[Pe@FIhAy@Dq@HWDW`@u@vCmFxB}DpA}BpMsUrLcTlCyE
1845,16,107,s~maGb`ypLtCgA`DmA|CoAtHwCrCeADJz@cAvCuDhB}BRUTy@Ho@HSRo@Ja@KUq@oAUe@c@wAaAmDe@yA_@o@s@eAwAkBW]d@q@HSt@kDm@{@g@o@gA_Bu@cAQa@QQIGeD_AlAgJt@oFHi@t@iMHSBYD[Pe@FIhAy@Dq@HWDW`@u@vCmFxB}DpA}BpMsUrLcTxCoFJ]@YEmFIcRIeO
1846,16,108,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bv@fAz@qAlCkCfAcAZ]zFqHbQaUdDeEjDoEt@eAp@iAp@iAh@aA~@N|B\nG`ApGdA`El@v@sAp@gAzCkFzCgFx@kAxB{BrCiCdCyBjI{GXe@N_@Pu@NyBTcFFsATeAdA{C
1847,16,109,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bv@fAz@qAlCkCfAcAZ]zFqHbQaUdDeEjDoEt@eAp@iAp@iAfByCJSd@c@jFeE|K{I|GqFbEcDlFgEl@[|AqA|BsB`GyE|HkGXEPX^r@pApBt@t@jAx@dFbDlAz@^d@\b@Xj@\bASr@QO
1848,16,110,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@mDvA}ClAuBz@eE|A{ChAvBxLiBr@g@_DmA{GCMI@WsACGE?A?QHWJEB@Ht@fEH?f@jC@^GXTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzALrAf@lIVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKs@~Tw@`XAr@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@OA?N?T@j@DbBHv@VrHN~E?j@VjHNtDJfBZtIXlHF|@RnED|Ar@r@^Vf@T\Jh@Hj@DAPDPlHfJ^h@f@j@f@Xb@V\Ff@FvAErFUpCKHEHi@PcCD]vBZF?VQv@hCP^G?y@F[fFWnCSfESjFe@`HCb@MFOPQXIZWjBSnDEf@@VBVLLlBTJDDzAoA|Oe@xF
1849,16,111,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAIaBiACaAAq@Im@W{@m@_B}AuAaBiCiCqCiDa@i@eAzC_@]_BuAwCcCMAG?QdAA@C?wCuAQfAGFWn@ONa@LaBr@_@Vk@j@o@`Ac@fASn@Mj@Ml@Mp@K~@ExBBdDuDRo@?sAEo@K_@IkBu@e@Sq@KSIEG]s@k@_AMm@yCwGg@qAe@gAONa@cA
1850,16,112,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBq@OUM{@w@wAoAuByBc@k@Oa@Ki@CS_AkAkBiB
1851,16,113,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBWQ{@qH}@{GKSMEYEw@Xa@R{HlDkDzAEPWJ]RGR@n@?PNbAn@~Ed@rCJ|@VfA@BuAb@SR?DBB\UAG_@X]h@Mb@E`@C^?FDh@BACo@E@@v@QMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@RWJAFADQPCFNd@D??IO[IWKk@Iw@C{@BwAEAEh@BF^DM]E[?k@@O@MJSFK@G?KDA
1852,16,114,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAIaBiACaAAq@Im@W{@m@_B}AuAaBiCiCqCiDa@i@eAzC_@]_BuAwCcCMAG?QdAA@C?wCuAQfAGFWn@ONa@LaBr@_@Vk@j@o@`Ac@fASn@Mj@Ml@Mp@K~@ExBBdDuDRo@?sAEo@K_@IkBu@e@Sq@KSIEG]s@k@_AMm@yCwGg@qAe@gAONXp@
1853,16,115,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBWQ{@qH}@{GKSMEYEw@Xa@R{HlDkDzAEPWJ]RGR@n@?PNbAn@~Ed@rCJ|@VfA@BuAb@SR?DBB\UAG_@X]h@Mb@E`@C^?FDh@BACo@E@@v@QMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@Rq@Za@Vc@B{@Gi@Ck@Sc@Um@e@y@o@i@k@wCmFWe@YW}@a@qBq@s@[iDuAY[_BsB{@aAQOKOCBk@pAcAfCqB|EaC|Fs@bBeB}Ao@m@Ea@AOBSn@{A@M@KEYk@qB?[J]Ta@TKTGJOBK@]Oa@W]?GOSU{@O_AE]@c@FsBKsEGsCA]ByA@w@G_@Ek@@y@@a@Jk@R}@Ci@Mi@c@e@y@M]KQQOSOg@WeAYy@kAeDIQMGK@WNI@KEIKQg@iC_Hs@gB]]_@Qk@E_@F[RQP]j@qA{AyBsCu@gAWg@g@cADIXg@X_@lBuBJKkAwByAqCqDyG}C{FsD}GYY
1854,16,116,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBWQ{@qH}@{GKSMEYEw@Xa@R{HlDkDzAEPWJ]RGR@n@?R
1855,16,117,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBq@OUM{@w@wAoAuByBc@k@Oa@Ki@CS_AkAwAuAw@m@c@S_@Io@IeABm@@?[IoDOiCG}@UaA_AmBeAyA}CeFKw@
1856,16,118,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@cBmJqBmL{AmI_@uBWQ{@qH}@{GKSMEYEw@Xa@R{HlDkDzAEPWJ]RGR@n@?PNbAn@~Ed@rCJ|@VfA@BuAb@SR?DBB\UAG_@X]h@Mb@E`@C^?FDh@BACo@E@@v@QMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@Rq@Za@Vc@B{@Gi@Ck@Sc@Um@e@y@o@i@k@wCmFWe@YW}@a@qBq@s@[iDuAY[_BsB{@aAQOKOCBk@pAcAfCqB|EaC|Fs@bBeB}Ao@m@Ea@AOBSn@{A@M@KEYk@qB?[J]Ta@TKTGJOBK@]Oa@W]?GOSU{@O_AE]@c@FsBKsEGsCA]ByA@w@G_@Ek@@y@@a@Jk@R}@Ci@Mi@c@e@y@M]KQQOSOg@WeAYy@kAeDIQMGK@WNI@KEIKQg@iC_Hs@gB]]_@Qk@E_@F[RQP]j@qA{AyBsCu@gAiAyBq@_AyBaCWj@ABCDmBdEG`@
1857,16,119,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@{Al@Ow@WyA
1858,16,120,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@`Ar@xBrAVRLLTBT@xA|@hBtAdFlE|D`DpJpGjCfAzAf@nBh@pA^`@FfANR?TCRDDA^e@TKF@vATxExAhFlCdH|DpF~C`GfD`@TLHJVNfAJf@Nb@n@h@|Av@d@HlCnBMTFBDH@xAArPe@J[Je@RiCbAi@Rm@N_AHu@DiHRm@E
1859,16,121,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@`Ar@xBrALHAXInDEdBExEFzB^bGt@~PDjA^xCp@xDABAH@JJLN@@CLHd@NVDNJbCxAbCpBvAfAlB`A~BvAbEjCtAv@`DhBj@TN@r@FbADfEDdCAlB?
1860,16,122,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@`Ar@xBrALHAXInDEdBExEFzB^bGt@~PDjA^xCp@xDABAH@JJLN@@CLHd@NVDNJnAt@An@?N
1861,16,123,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LbBp@FQ|Bz@jCz@pBf@pGzAtBf@j@Dr@DvBGPCjBGrDQnGEbMKbIGfCE\XWZ
1862,16,124,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@`Ar@xBrAVRLLTBT@xA|@hBtAdFlE|D`DpJpGjCfAzAf@nBh@pA^`@FfANR?TCRDDA^e@TKF@vATxExAhFlCbEzBMb@
1863,16,125,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bv@fAnBlChArAhCbDt@fAfAnBj@fA`AnBjAvBtDbHFNGJ|ChETX?ZEt@Hr@Tt@NZV`AJL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RLJd@d@fAjApB|B^Xl@ZdCfBf@Zr@Z`@LpBz@lB~@z@\vEdA|ElA`@NxBh@`@f@h@hA^r@TN
1864,16,126,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bj@x@cA~AgCfEy@rAs@lAI^uA~BOQYd@l@v@jC`DLHLFdAxAn@hAZt@r@`Ct@fC`@zAxAnFh@vAzAtF^dAZfApCpJfBfGxFvRx@fDt@vBj@|Ad@hBhBtHr@jCfArDz@dCV`@JJVh@bAbCHTPx@Fr@A~D?lDFjALnCRdAr@fBd@nADX^j@x@tAT~@HxALxCBnBAlFBpBTxDBZGF?F?vAMz@Sj@Q^k@b@{BvA_@n@QXQd@G^WdCSlAMd@Yv@w@lAk@hA]nAsAzFa@tBg@xBYf@g@h@}ChCwBtB_CdCm@t@w@pAc@~@e@tAQz@IpAPjBPzADtA?lAEt@a@rFe@nGWnBUx@KXu@dBOaA
1865,16,127,s~maGb`ypLtCgA`DmApEzFnLrOdGfIdB|Bj@x@cA~AgCfEy@rAs@lAI^uA~B{A|Ba@v@SLg@VyJxD_E|A_@P\dBb@~BLl@Ct@Gf@wAUG?SNwAj@UNGLE^AvJ@jB?x@@xGH\JNrC`DtA|AJPNd@jA|GhAvGpAtHR|@LLJFK`@EVIP}@dBo@tAQQG?GFi@lAYp@OXw@`A[ToCdAMDh@tCj@~CNpApAjH|@lFhFnYtBnLpBtKn@lDhCnNp@jDf@lC_@`@cDfHkA~B{BdFm@zA_BlEk@tA{@|AoAbB_@ZyB~A
1866,16,128,s~maGb`ypL\KnArCl@d@Rf@Td@LTVb@tA|AiAnBg@z@@He@dAALDHpHpJgAhBs@lASp@[nEe@tFyInDMMIo@_DhAeE~AyBx@fCpNmAf@{ChAgBr@w@Z}Af@mLnEgQfHeGbCeAh@g@V_At@w@z@qApBQ\aAeCoCeHwBuFkAuCgAeC_@i@b@kMZoJRkEH_AOC?FEFE@E?En@HTA^
1867,16,129,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@mDvA}ClAuBz@eE|A{ChAvBxLiBr@g@_DmA{GCMI@WsACGE?A?QHWJEB@Ht@fEH?f@jC@^GXTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzALrAf@lIVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKs@~Tw@`XAr@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@oACgH?aABu@Fg@JcAd@y@l@m@l@SXMVEJu@w@cDmDk@q@MIOVQ^e@rAEPQMa@S
1868,16,130,s~maGb`ypL\KnArCl@d@Rf@Td@LTVb@tA|AiAnBg@z@@He@dAALDHpHpJgAhBs@lASp@[nEe@tFyInDMMIo@_DhAeE~AyBx@fCpNmAf@{ChAgBr@w@Z}Af@mLnEgQfHeGbCeAh@g@V_At@w@z@qApBkA~BoAdCiBvD}ArC_FvJ{BtEmHvNmClF{BpEgE~HuAfCw@lByA|Dq@tBuC~Ks@nCIFk@|@qMwHyCkBgDhL[`AQ`@S^yA`D[FGAgCc@kAIaAM
1869,16,131,s~maGb`ypL\KnArCl@d@Rf@Td@LTVb@tA|AiAnBg@z@@He@dAALDHpHpJgAhBs@lASp@[nEe@tFyInDMMIo@_DhAeE~AyBx@fCpNmAf@{ChAgBr@w@Z}Af@mLnEkPvGPb@DF\tAt@|C`CdKnDlODZCXn@lHZdBlCdL`@lBRzAXxCLrEFhECdECrCCdAo@xFCTBNGRAX@T@PWl@s@fAi@d@o@j@QVaCbFo@z@m@v@_@r@Yf@c@l@OVH?NITS|@cB@C@C?EE?Yh@g@m@Zi@@GECCDeAnBGBIAGEG?CBgAoASP
1870,16,132,s~maGb`ypL\KnArCl@d@Rf@Td@LTVb@tA|AiAnBg@z@@He@dAALDHpHpJgAhBs@lASp@[nEe@tFyInDMMIo@_DhAeE~AyBx@fCpNmAf@{ChAgBr@w@Z}Af@mLnEgQfHeGbCeAh@g@V_At@w@z@qApBkA~BoAdCiBvD}ArC_FvJ{BtEmHvNmClF{BpEgE~HuAfCw@lByA|Dq@tBuC~Ks@nCIFk@|@qMwHyCkBgDhL[`AQ`@S^yA`D[FGAgCc@kAI}@Ku@ONlAXzBTrBCDsA^uD`AeAZFXOd@K^NE
1871,16,133,s~maGb`ypLqBz@u@To@\k@PkBp@aAb@mDvA}ClAuBz@eE|A{ChAvBxLiBr@g@_DmA{GCMI@WsACGE?A?QHWJEB@Ht@fEH?f@jC@^GXTb@JRH^pCzOFd@B\E\DT?V@bAj@n@t@zDFLJZXjBHbAZfF?RH|@D~@FzALrAf@lIVfBt@xCPd@`@~@DTCd@HZ^zAPv@Jp@CdDK~AE`AQdKs@~Tw@`XAr@KrBY`CETBbA@b@E|@Eh@Ox@ITE~@FpA?d@Ex@CNE@OGMDCXGt@Ab@FDHVFp@Dt@GjDMtAk@nCiAtCwDbIk@xAk@bAmAdBmA~@uBx@u@FaBFmCQeFiAeD_AsB]w@AeCL_BJg@B}Ht@eCPeC@oACgH?aABu@Fg@JcAd@y@l@m@l@SXMVEJu@w@cDmDk@q@s@~AUx@StAOdBGbDFlCN~C?zASvBCVQMM?E@SHu@LgA\e@RW@MZ{BdGSDUCWO}AqBkAyAgBgAm@rBk@zBu@rCg@pByAeBIGOGwEmAWc@GQ_@eCm@uDSwAYRe@`@oAlAcAz@eClBcBbAeErCyAhA
1872,16,134,s~maGb`ypL\KnArCl@d@Rf@Td@LTVb@tA|AiAnBg@z@@He@dAALDHpHpJgAhBs@lASp@[nEe@tFyInDMMIo@_DhAeE~AyBx@fCpNmAf@{ChAgBr@w@Z}Af@mLnEgQfHeGbCeAh@g@V_At@w@z@qApBkA~BoAdCiBvD}ArC_FvJ{BtEmHvNmClF{BpEgE~HuAfCw@lByA|Dq@tBuC~Ks@nCIFk@|@q@~@AJ{ApBgAvAmCnDeCfDM`@aBpI_@pBKPa@`@UL]HUDMH_AU]OsAUaAMcAOSBa@BUFQL[b@{@rBSZSPUNcBh@aB`@Q?c@@cEUiPy@kDWoBKmIc@qKm@}@Ay@DoDn@YFcAVgAh@a@Z}A|AcAjAc@p@i@dA[v@mBfFiAxCi@~@uDpEyH~IcKrLiFdGiApAGMBo@
1873,16,135,s~maGb`ypL\KnArCl@d@Rf@Td@LTVb@tA|AiAnBg@z@@He@dAALDHpHpJgAhBs@lASp@[nEe@tFyInDMMIo@_DhAeE~AyBx@fCpNmAf@{ChAgBr@w@Z}Af@mLnEgQfHeGbCeAh@g@V_At@w@z@qApBkA~BoAdCiBvD}ArC_FvJ{Ag@EbAAHEHID}BgAwCyAeEmB}Au@yBiAmD_BcAbDeApDyCfKwE`Py@nC
